title|description|participants|submissions|year|phases|reward|reward_USD|duration_day|challenge|website|papers|winner's code|dataset|field of application|ML domain|real task|ML task|dataset size|dataset details|score|metrics|multi-score|multi-task|results submission|code submission|remark|utility
WASSA-2017 Shared Task on Emotion Intensity (EmoInt)|Given a tweet and an emotion X, determine the intensity or degree of emotion X felt by the speaker.|141|524.0|2017|2.0|None|None|71.0|https://competitions.codalab.org/competitions/16380|http://saifmohammad.com/WebPages/EmotionIntensity-SharedTask.html|https://arxiv.org/abs/1708.03696|None|https://competitions.codalab.org/competitions/16380#learn_the_details-datasets|linguistics|NLP|prediction of intensity of emotions in tweets|sentimel analysis|||avg_pearson|average of Pearson Correlation Coefficients|False|False|True|False||[0.0]
NTIRE 2017 Super-Resolution Challenge|To gauge the state-of-the-art, compare and promote different solutions in example-based single-image super-resolution we are organizing this challenge and propose a large DIVerse 2K resolution images dataset.|1301|723.0|2017|2.0|10000 USD|10000|47.0|https://competitions.codalab.org/competitions/16305; https://competitions.codalab.org/competitions/16304; https://competitions.codalab.org/competitions/16303; https://competitions.codalab.org/competitions/16307; https://competitions.codalab.org/competitions/16308; https://competitions.codalab.org/competitions/16306|||None|||computer vision|Image restoration and image enhancement||||PSNR|Peak Signal To Noise Ratio (PSNR) and, complementary, the Structural Similarity (SSIM) index|True|True|True|False||[1.0460091456233402, 1.0550411233249701, 1.0700547855551918, 1.0779348126053234, 1.1261152711041733, 1.1626692425107994]
CIKM AnalytiCup 2017: Lazada Product Title Quality Challenge|Free Lazada from poor quality titles and return us to a state of clean and relevant product titles.|519|6282.0|2017|2.0|9000 SGD|6300|98.0|https://competitions.codalab.org/competitions/16652|||None||ecommerce|NLP|build product title quality models that can automatically grade product titles based on the provided features|regression|||Overall|RMSE|False|False|True|False||[0.0]
LiTS - Liver Tumor Segmentation Challenge|The liver is a common site of primary (i.e. originating in the liver like hepatocellular carcinoma, HCC) or secondary (i.e. spreading to the liver like colorectal cancer) tumor development. Due to their heterogeneous and diffusive shape, automatic segmentation of tumor lesions is very challenging. Until now, only interactive methods achieve acceptable results on segmenting liver lesions.|4894|6224.0|2017|2.0|None|None|36.0|https://competitions.codalab.org/competitions/17094|||None||medicine|computer vision|segmentation of tumor lesions|image segmentation|200|training data set contains 130 CT scans and the test data set 70 CT scans|Dice per case|Dice per case, Dice global, VOE, RVD, ASSD, MSD, RMSD, Precision at 50% overlap, Recall at 50% overlap, Precision at >0% overlap;Recall at >0% overlap|True|False|True|False|https://github.com/PatrickChrist/LITS-CHALLENGE/blob/master/submission-guide.md|[0.0]
AI4Industry Dassault-Aviation Challenge||10|1050.0|2021||500000 EUR|540000||None|None|https://hal.inria.fr/hal-03463307v3/document|None||aeronautics, physics|predictive maintenance||multivariate regression|||MAE|MAE|False|False|False|True||[]
Word Sense Induction and Disambiguation for the Russian Language: wiki-wiki dataset|A Shared Task on Word Sense Induction and Disambiguation for the Russian Language. Track for the wiki-wiki dataset.|137|1342.0|2017|2.0|None|None|65.0|https://competitions.codalab.org/competitions/17810; https://competitions.codalab.org/competitions/17809; https://competitions.codalab.org/competitions/27331; https://competitions.codalab.org/competitions/17806|https://russe.nlpub.org/2018/wsi/|https://www.dialog-21.ru/media/4539/panchenkoaplusetal.pdf|None|||NLP|cluster these contexts in the (unknown in advance) number of clusters which correspond to various senses of the word|clusterisation|||ARI (private)|Adjusted Rand Index (ARI)|False|True|True|False||[2.563624498927939, 1.9900337367297036, 2.6525336091003107, 1.9287324289988115]
NTIRE 2018 Super-Resolution Challenge|To gauge the state-of-the-art, compare and promote different solutions in example-based single-image super-resolution we are organizing this challenge and propose a large DIVerse 2K resolution images dataset.|732|729.0|2018|2.0|16000 USD|16000|71.0|https://competitions.codalab.org/competitions/18025; https://competitions.codalab.org/competitions/18015; https://competitions.codalab.org/competitions/18033; https://competitions.codalab.org/competitions/18034; https://competitions.codalab.org/competitions/18026; https://competitions.codalab.org/competitions/18024; https://competitions.codalab.org/competitions/18047; https://competitions.codalab.org/competitions/18046|https://data.vision.ee.ethz.ch/cvl/ntire18//|||||computer vision|Image restoration and image enhancement||||PSNR|Peak Signal To Noise Ratio (PSNR) and, complementary, the Structural Similarity (SSIM) index|True|True|True|False||[nan, 1.034430862360161, 0.0, 0.0, nan, nan, nan, nan]
Metaphor Shared Task|Shared Task in Workshop on Figurative Language Processing|70|137.0|2018|2.0|None|None|24.0|https://competitions.codalab.org/competitions/17805|https://sites.google.com/site/figlangworkshop/|||http://ota.ahds.ac.uk/headers/2541.xml||NLP|detect metaphor at word level|classification||||precision, recall, and F|True|False|True|False||[0.0]
HWxPI Handwritten texts for Personality Identification|Predict a discretized variable associated to personality traits from handwritten text, including transcripts and raw images|66|79.0|2018|2.0|None|None|141.0|https://competitions.codalab.org/competitions/18362|https://chalearnlap.cvc.uab.cat/challenge/27/track/29/description/||||psychology|computer vision, NLP|Each subject has an associated class 1 and 0, corresponding to the presence of a high pole or a low pole of a specific personality trait. The traits correspond to the Big Five personality model used in psychology: Extraversion, Agreeableness, Conscientiousness, Emotional stability, and Openness to experience. Thus, participants will have to develop a classifier to predict the pole of each trait, this classifier should be able to use the information from both modalities (i.e. textual and visual). |multi-label classification|||AUC performance|AUC|False|True|True|False||[nan]
CTW dataset classification|CTW dataset classification|95|625.0|2018|1.0|None|None||https://competitions.codalab.org/competitions/18634|https://ctwdataset.github.io/|https://jcst.ict.ac.cn/EN/10.1007/s11390-019-1923-y||||computer vision, NLP|detection and recognition of text in natural images: character recognition (top-1 accuracy of 80.5%), character detection (AP of 70.9%), and text line detection (AED of 22.1)|OCR|||all|top-1 accuracy of 80.5%, AP of 70.9%, AED of 22.1|True|True|True|False||[0.0]
Animal Behavior Challenge (ABC2018) for understanding animal behavior|Predicting gender of bird from its GPS trajectory|85|919.0|2018|2.0|0|0|153.0|https://competitions.codalab.org/competitions/16283|||||biology, ethnology|signal processing|birds gender identification from GPS trajectories|binary classification|||Prediction score|accuracy|False|False|True|False||[1.164714170167245]
DeepGlobe Road Extraction Challenge|DeepGlobe - Road Challenge|1792|5853.0|2018|4.0|None|None|75.0|https://competitions.codalab.org/competitions/18467|http://deepglobe.org/|https://arxiv.org/pdf/1805.06561.pdf|||urbanisme|computer vision|road extraction from satellite images|multi-label binary classification|||Prediction score|IoU (Intersection over Union)|False|False|True|False||[1.2553777279063445]
DeepGlobe Building Extraction Challenge|DeepGlobe - Building Extraction Challenge|1043|817.0|2018|2.0|None|None|75.0|https://competitions.codalab.org/competitions/18544|http://deepglobe.org/|https://arxiv.org/pdf/1805.06561.pdf|||urbanisme|computer vision|building extraction from satellite images|object segmentation|||Prediction score|F1-score|False|False|True|False||[0.0]
DeepGlobe Land Cover Classification Challenge|DeepGlobe - Land Cover Classification|1358|2267.0|2018|2.0|None|None|75.0|https://competitions.codalab.org/competitions/18468|http://deepglobe.org/|https://arxiv.org/pdf/1805.06561.pdf|||urbanisme|computer vision|land cover classification from satellite images|multi-class classification|||Prediction score|mean Intersection over Union (mIoU)|False|False|True|False||[nan]
2018 Duolingo Shared Task on Second Language Acquisition Modeling (SLAM)|A task to model the acquisition of a second language using millions of exercises completed by thousands of students over their first 30 days of learning on Duolingo|41|96.0|2018|2.0|None|None|14.0|https://competitions.codalab.org/competitions/18491|http://sharedtask.duolingo.com/|||https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/8SWHNO|linguistics|NLP|English prompts and generate high-coverage sets of plausible translations in five other languages|machine translation|||AUROC|ROC AUC,  F1 |True|True|True|False||[0.0]
WASSA 2018 Implicit Emotion Shared Task|Shared Task on Implicit Emotion Recognition, organized as part of WASSA 2018|75|256.0|2018|3.0|None|None|232.0|https://competitions.codalab.org/competitions/19214|https://wt-public.emm4u.eu/wassa2018/||||linguistics|NLP|emotion recognition|multi-class classification|||Macro F1-Score |macro-averaged F1-score|True|False|True|False||[1.1281132996907048]
